ATC_code,Libellé français
D09AA10,clioquinol
D09AA11,benzalkonium
D09AA12,chlorhexidine
D09AA13,iodoforme
D09AB,bandages à base de zinc
D09AB01,bandages à base de zinc sans suppléments
D09AB02,bandages à base de zinc avec suppléments
D09AX,pansements à base de paraffine molle
D10,préparations anti-acnéiques
D10A,préparations anti-acnéiques à usage topique
D10AA,corticoïdes en association pour le traitement de l'acné
D10AA01,fluorométholone
D10AA02,méthylprednisolone
D10AA03,dexaméthasone
D10AB,préparations à base de soufre
D10AB01,bithionol
D10AB02,soufre
D10AB03,tioxolone
D10AB05,mésulfène
D10AD,rétinoïdes anti-acnéiques à usage topique
D10AD01,trétinoïne
D10AD02,rétinol
D10AD03,adapalène
D10AD04,isotrétinoïne
D10AD05,motrétinide
D10AD06,trifarotène
D10AD51,trétinoïne en association
D10AD53,adapalène en association
D10AD54,isotrétinoïne en association
D10AE,peroxydes
D10AE01,peroxyde de benzoyle
D10AE51,peroxyde de benzoyle en association
D10AF,anti-infectieux pour le traitement de l'acné
D10AF01,clindamycine
D10AF02,érythromycine
D10AF03,chloramphénicol
D10AF04,méclocycline
D10AF05,nadifloxacine
D10AF06,sulfacétamide
D10AF07,minocycline
D10AF51,clindamycine en association
D10AF52,érythromycine en association
D10AX,autres préparations anti-acnéiques à usage topique
D10AX01,chlorure d'aluminium
D10AX02,résorcinol
D10AX03,acide azélaïque
D10AX04,oxyde d'aluminium
D10AX05,dapsone
D10AX06,clascotérone
D10AX30,associations diverses (autres préparations anti-acnéiques à usage topique)
D10B,préparations anti-acnéiques à usage systémique
D10BA,rétinoïdes pour le traitement de l'acné
D10BA01,isotrétinoïne
D10BX,autres préparations anti-acnéiques à usage systémique
D10BX01,ichtasol
D11,autres préparations dermatologiques
D11A,autres préparations dermatologiques
D11AA,antisudoraux
D11AA01,glycopyrronium
D11AC,shampoings médicamenteux
D11AC01,cétrimide
D11AC02,composés à base de cadmium
D11AC03,composés à base de sélénium
D11AC06,povidone iodée
D11AC08,composés à base de soufre
D11AC09,xénysalate
D11AC30,autres (shampoings médicamenteux)
D11AE,androgènes à usage topique
D11AE01,métandiènone
D11AF,verrucides et coricides
D11AH,agents de la dermatite sauf corticoïdes
D11AH01,tacrolimus
D11AH02,pimécrolimus
D11AH03,acide cromoglicique
D11AH04,alitrétinoïne
D11AH05,dupilumab
D11AH06,crisaborole
D11AH07,tralokinumab
D11AH08,abrocitinib
D11AH09,ruxolitinib
D11AH10,lébrikizumab
D11AH11,delgocitinib
D11AH12,némolizumab
D11AX,autres médicaments dermatologiques
D11AX01,minoxidil
D11AX02,acide gamolénique
D11AX03,gluconate de calcium
D11AX04,succinate de lithium
D11AX05,sulfate de magnésium
D11AX06,méquinol
D11AX08,tiratricol
D11AX09,oxacéprol
D11AX10,finastéride
D11AX11,hydroquinone
D11AX12,pyrithione de zinc
D11AX13,monobenzone
D11AX16,éflornithine
D11AX18,diclofénac
D11AX21,brimonidine
D11AX22,ivermectine
D11AX23,aminobenzoate de potassium
D11AX24,acide déoxycholique
D11AX25,peroxyde d'hydrogène
D11AX26,caféine
D11AX27,oxymétazoline
D11AX52,acide gamolénique en association
D11AX57,collagène en association
G,système génito-urinaire et hormones sexuelles
G01,anti-infectieux et antiseptiques à usage gynécologique
G01A,anti-infectieux et antiseptiques sauf associations aux corticoïdes
G01AA,antibiotiques
G01AA01,nystatine
G01AA02,natamycine
G01AA03,amphotéricine B
G01AA04,candicidine
G01AA05,chloramphénicol
G01AA06,hachimycine
G01AA07,oxytétracycline
G01AA08,carfécilline
G01AA09,mépartricine
G01AA10,clindamycine
G01AA11,pentamycine
G01AA51,nystatine en association
G01AB,composés à base d'arsenic
G01AB01,acétarsol
G01AC,dérivés de la quinoléine
G01AC01,diiodohydroxyquinoléine
G01AC02,clioquinol
G01AC03,chlorquinaldol
G01AC05,déqualinium
G01AC06,broxyquinoline
G01AC30,oxyquinoline
G01AD,acides organiques
G01AD01,acide lactique
G01AD02,acide acétique
G01AD03,acide ascorbique
G01AE,sulfamides
G01AE01,sulfatolamide
G01AE10,associations de sulfamides
G01AF,dérivés imidazolés
G01AF01,métronidazole
G01AF02,clotrimazole
G01AF04,miconazole
G01AF05,éconazole
G01AF06,ornidazole
G01AF07,isoconazole
G01AF08,tioconazole
G01AF11,kétoconazole
G01AF12,fenticonazole
G01AF13,azanidazole
G01AF14,propénidazole
G01AF15,butoconazole
G01AF16,omoconazole
G01AF17,oxiconazole
G01AF18,flutrimazole
G01AF19,sertaconazole
G01AF20,associations de dérivés de l'imidazole
G01AF21,tinidazole
G01AF55,éconazole en association
G01AG,dérivés triazolés
G01AG02,terconazole
G01AX,autres anti-infectieux et antiseptiques
G01AX01,clodantoïne
G01AX02,inosine
G01AX03,policrésulène
G01AX05,nifuratel
G01AX06,furazolidone
G01AX09,méthylrosaniline
G01AX11,povidone iodée
G01AX12,ciclopirox
G01AX13,protiofate
G01AX14,Lactobacillus
G01AX15,usnate de cuivre
G01AX16,hexétidine
G01AX17,dapivirine
G01AX66,octénidine en association
G01B,anti-infectieux et antiseptiques en association aux corticoïdes
G01BA,antibiotiques et corticoïdes
G01BC,dérivés de la quinoléine et corticoïdes
G01BD,antiseptiques et corticoïdes
G01BE,sulfamides et corticoïdes
G01BF,dérivés imidazolés et corticoïdes
G02,autres produits gynécologiques
G02A,utérotoniques
G02AB,alcaloïdes de l'ergot
G02AB01,méthylergométrine
G02AB02,alcaloïdes de l'ergot
G02AB03,ergométrine
G02AC,"alcaloïdes de l'ergot et oxytocine analogues inclus, en association"
G02AC01,méthylergométrine et oxytocine
G02AD,prostaglandines
G02AD01,dinoprost
G02AD02,dinoprostone
G02AD03,géméprost
G02AD04,carboprost
G02AD05,sulprostone
G02AD06,misoprostol
G02AX,autres utérotoniques
G02B,contraceptifs à usage topique
G02BA,contraceptifs intra-utérins
G02BA01,DIU en plastique
G02BA02,DIU en plastique avec du cuivre
G02BA03,DIU en plastique avec des progestatifs
G02BB,contraceptifs intravaginaux
G02BB01,anneau vaginal avec progestatif et estrogène
G02BB02,anneau vaginal avec progestatif
G02C,autres produits gynécologiques
G02CA,"sympathomimétiques, inhibiteurs du travail"
G02CA01,ritodrine
G02CA02,buphénine
G02CA03,fénotérol
G02CB,inhibiteurs de la prolactine
G02CB01,bromocriptine
G02CB02,lisuride
G02CB03,cabergoline
G02CB04,quinagolide
G02CB05,métergoline
G02CB06,terguride
G02CC,anti-inflammatoires par voie vaginale
G02CC01,ibuprofène
G02CC02,naproxène
G02CC03,benzydamine
G02CC04,flunoxaprofène
G02CX,autres produits gynécologiques
G02CX01,atosiban
G02CX02,flibansérine
G02CX03,fruit du gattilier
G02CX04,rhizomes de cimicifuga
G02CX05,brémélanotide
G02CX06,fézolinétant
G03,hormones sexuelles et modulateurs de la fonction génitale
G03A,contraceptifs hormonaux à usage systémique
G03AA,progestatifs et estrogènes en association fixe
G03AA01,étynodiol et éthinylestradiol
G03AA02,quingestanol et éthinylestradiol
G03AA03,lynestrénol et éthinylestradiol
G03AA04,mégestrol et éthinylestradiol
G03AA05,noréthistérone et éthinylestradiol
G03AA06,norgestrel et éthinylestradiol
G03AA07,lévonorgestrel et éthinylestradiol
G03AA08,médroxyprogestérone et éthinylestradiol
G03AA09,désogestrel et éthinylestradiol
G03AA10,gestodène et éthinylestradiol
G03AA11,norgestimate et éthinylestradiol
G03AA12,drospirénone et éthinylestradiol
G03AA13,norelgestromine et éthinylestradiol
G03AA14,nomégestrol et estradiol
G03AA15,chlormadinone et éthinylestradiol
G03AA16,diénogest et éthinylestradiol
G03AA17,médroxyprogestérone et estradiol
G03AA18,drospirénone et estétrol
G03AB,progestatifs et estrogènes pour administration séquentielle
G03AB01,mégestrol et éthinylestradiol
G03AB02,lynestrénol et éthinylestradiol
G03AB03,lévonorgestrel et éthinylestradiol
G03AB04,noréthistérone et éthinylestradiol
G03AB05,désogestrel et éthinylestradiol
G03AB06,gestodène et éthinylestradiol
G03AB07,chlormadinone et éthinylestradiol
G03AB08,diénogest et estradiol
G03AB09,norgestimate et éthinylestradiol
G03AC,progestatifs
G03AC01,noréthistérone
G03AC02,lynestrénol
G03AC03,lévonorgestrel
G03AC04,quingestanol
G03AC05,mégestrol
G03AC06,médroxyprogestérone
G03AC07,norgestriénone
G03AC08,étonogestrel
G03AC09,désogestrel
G03AC10,drospirénone
G03AD,contraceptifs d'urgence
G03AD01,lévonorgestrel
G03AD02,ulipristal
G03B,androgènes
G03BA,dérivés du 3-oxoandrostène-4
G03BA01,fluoxymestérone
G03BA02,méthyltestostérone
G03BA03,testostérone
G03BB,dérivés de la 5-androstanone-3
G03BB01,mestérolone
G03BB02,androstanolone
G03C,estrogènes
G03CA,estrogènes naturels et hémisynthétiques non associés
G03CA01,éthinylestradiol
G03CA03,estradiol
G03CA04,estriol
G03CA06,chlorotrianisène
G03CA07,estrone
G03CA09,promestriène
G03CA53,estradiol en association
G03CA57,estrogènes conjugués
G03CB,estrogènes synthétiques non associés
G03CB01,diénestrol
G03CB02,diéthylstilbestrol
G03CB03,méthallénestril
G03CB04,moxestrol
G03CC,estrogènes en association avec d'autres médicaments
G03CC02,diénestrol
G03CC03,méthallénestril
G03CC04,estrone
G03CC05,diéthylstilbestrol
G03CC06,estriol
G03CC07,estrogènes conjugués et bazédoxifène
G03CX,autres estrogènes
G03CX01,tibolone
G03D,progestatifs
G03DA,dérivés pregnène-4
G03DA01,gestonorone
G03DA02,médroxyprogestérone
G03DA03,hydroxyprogestérone
G03DA04,progestérone
G03DB,dérivés pregnadiène
G03DB01,dydrogestérone
G03DB02,mégestrol
G03DB03,médrogestone
G03DB04,nomégestrol
G03DB05,démégestone
G03DB06,chlormadinone
G03DB07,promégestone
G03DB08,diénogest
G03DC,dérivés estrène
G03DC01,allylestrénol
G03DC02,noréthistérone
G03DC03,lynestrénol
G03DC04,éthistérone
G03DC06,étynodiol
G03DC31,méthylestrénolone
G03E,androgènes et hormones sexuelles femelles en association
G03EA,androgènes et estrogènes
G03EA01,méthyltestostérone et estrogène
G03EA02,testostérone et estrogène
G03EA03,prastérone et estrogène
G03EB,"androgène, progestatif et estrogène en association"
G03EK,androgènes et hormones sexuelles femelles en association avec d'autres médicaments
G03EK01,méthyltestostérone
G03F,progestatifs et estrogènes en association
G03FA,progestatifs et estrogènes en association fixe
G03FA01,noréthistérone et estrogène
G03FA02,hydroxyprogestérone et estrogène
G03FA03,éthistérone et estrogène
G03FA04,progestérone et estrogène
G03FA05,méthylnortestostérone et estrogène
G03FA06,étynodiol et estrogène
G03FA07,lynestrénol et estrogène
G03FA08,mégestrol et estrogène
G03FA09,norétynodrel et estrogène
G03FA10,norgestrel et estrogène
G03FA11,lévonorgestrel et estrogène
G03FA12,médroxyprogestérone et estrogène
G03FA13,norgestimate et estrogène
G03FA14,dydrogestérone et estrogène
G03FA15,diénogest et estrogène
G03FA16,trimégestone et estrogène
G03FA17,drospirénone et estrogène
G03FB,progestatifs et estrogènes pour administration séquentielle
G03FB01,norgestrel et estrogène
G03FB02,lynestrénol et estrogène
G03FB03,chlormadinone et estrogène
G03FB04,mégestrol et estrogène
G03FB05,noréthistérone et estrogène
G03FB06,médroxyprogestérone et estrogène
G03FB07,médrogestone et estrogène
G03FB08,dydrogestérone et estrogène
G03FB09,lévonorgestrel et estrogène
G03FB10,désogestrel et estrogène
G03FB11,trimégestone et estrogène
G03FB12,nomégestrol et estrogène
G03G,gonadotrophines et autres stimulants de l'ovulation
G03GA,gonadotrophines
G03GA01,gonadotrophine chorionique
G03GA02,gonadotrophine ménopausique humaine
G03GA03,gonadotrophine sérique
G03GA04,urofollitropine
G03GA05,follitropine alfa
G03GA06,follitropine bêta
G03GA07,lutropine alfa
G03GA08,choriogonadotrophine alfa
G03GA09,corifollitropine alfa
G03GA10,follitropine delta
G03GA30,associations (gonadotrophines)
G03GB,stimulants synthétiques de l'ovulation
G03GB01,cyclofénil
G03GB02,clomifène
G03GB03,épimestrol
G03H,anti-androgènes
G03HA,anti-androgènes non associés
G03HA01,cyprotérone
G03HB,anti-androgènes et estrogènes
G03HB01,cyprotérone et estrogène
G03X,autres hormones sexuelles et modulateurs de la fonction génitale
G03XA,antigonadotrophines et analogues
G03XA01,danazol
G03XA02,gestrinone
G03XB,modulateurs des récepteurs de la progestérone
G03XB01,mifépristone
G03XB02,ulipristal
G03XB51,mifépristone en association
G03XC,modulateurs sélectifs des récepteurs aux estrogènes
G03XC01,raloxifène
G03XC02,bazédoxifène
G03XC03,lasofoxifène
G03XC04,orméloxifène
G03XC05,ospémifène
G03XX,autres hormones sexuelles et modulateurs de la fonction génitale
G03XX01,prastérone
G04,médicaments urologiques
G04B,médicaments urologiques
G04BA,acidifiants
G04BA01,chlorure d'ammonium
G04BA03,chlorure de calcium
G04BC,solubilisants des calculs urinaires
G04BD,médicaments pour la pollakiurie et l'incontinence urinaire
G04BD01,émépronium
G04BD02,flavoxate
G04BD03,méladrazine
G04BD04,oxybutynine
G04BD05,térodiline
G04BD06,propivérine
G04BD07,toltérodine
G04BD08,solifénacine
G04BD09,trospium
G04BD10,darifénacine
G04BD11,fésotérodine
G04BD12,mirabégron
G04BD13,desfésotérodine
G04BD14,imidafénacine
G04BD15,vibégron
G04BE,médicaments utilisés dans les troubles de l'érection
G04BE01,alprostadil
G04BE02,papavérine
G04BE03,sildénafil
G04BE04,yohimbine
G04BE06,moxisylyte
G04BE07,apomorphine
G04BE08,tadalafil
G04BE09,vardénafil
G04BE10,avanafil
G04BE11,udénafil
G04BE30,associations (médicaments utilisés dans les troubles de l'érection)
G04BE52,papavérine en association
G04BX,autres médicaments urologiques
G04BX01,hydroxyde de magnésium
G04BX03,acide acétohydroxamique
G04BX06,phénazopyridine
G04BX10,succinimide
G04BX11,collagène
G04BX12,salicylate de phényle
G04BX13,diméthylsulfoxyde
G04BX14,dapoxétine
G04BX15,polysulfate de pentosane sodique
G04BX16,tiopronine
G04BX17,salicylate de sodium et méthénamine
G04C,médicaments utilisés dans l'hypertrophie bénigne de la prostate
G04CA,alpha-bloquants
G04CA01,alfuzosine
G04CA02,tamsulosine
G04CA03,térazosine
G04CA04,silodosine
G04CA51,alfuzosine et finastéride
G04CA52,tamsulosine et dutastéride
G04CA53,tamsulosine et solifénacine
G04CA54,tamsulosine et tadalafil
G04CA55,doxazosine et finastéride
G04CB,inhibiteurs de l'alpha-5-testostérone réductase
G04CB01,finastéride
G04CB02,dutastéride
G04CB51,finastéride et tadalafil
G04CX,autres médicaments utilisés dans l'hypertrophie bénigne de la prostate
G04CX01,écorce de prunier d'Afrique
G04CX02,fruit de palmier de Floride
G04CX03,mépartricine
G04CX04,fexapotide
H,hormones systémiques sauf hormones sexuelles et insulines
H01,"hormones hypophysaires, hypothalamiques et analogues"
H01A,hormones de l'antéhypophyse et analogues
H01AA,ACTH
H01AA01,corticotrophine
H01AA02,tétracosactide
H01AB,thyrotrophine
H01AB01,thyrotrophine alfa
H01AC,somatropine et agonistes de la somatropine
H01AC01,somatropine
H01AC02,somatrem
H01AC03,mécasermine
H01AC04,sermoréline
H01AC05,mécasermine rinfabate
H01AC06,tésamoréline
H01AC07,somapacitan
H01AC08,somatrogon
H01AC09,lonapegsomatropine
H01AX,autres hormones de l'antéhypophyse et analogues
H01AX01,pegvisomant
H01B,hormones de la posthypophyse
H01BA,vasopressine et analogues
H01BA01,vasopressine (argipressine)
H01BA02,desmopressine
H01BA03,lypressine
H01BA04,terlipressine
H01BA05,ornipressine
H01BB,oxytocine et analogues
H01BB01,démoxytocine
H01BB02,oxytocine
H01BB03,carbétocine
H01C,hormones hypothalamiques
H01CA,hormones libérant des gonadotrophines
H01CA01,gonadoréline
H01CA02,nafaréline
H01CB,somatostatine et analogues
H01CB01,somatostatine
H01CB02,octréotide
H01CB03,lanréotide
H01CB04,vapréotide
H01CB05,pasiréotide
H01CC,hormones libérant des antigonadotrophines
H01CC01,ganirélix
H01CC02,cétrorélix
H01CC03,élagolix
H01CC04,linzagolix
H01CC53,"élagolix, estradiol et noréthistérone"
H01CC54,"rélugolix, estradiol et noréthistérone"
H02,corticoïdes à usage systémique
H02A,corticoïdes à usage systémique non associés
H02AA,minéralocorticoïdes
H02AA01,aldostérone
H02AA02,fludrocortisone
H02AA03,désoxycortone
H02AB,glucocorticoïdes
H02AB01,bétaméthasone
H02AB02,dexaméthasone
H02AB03,fluocortolone
H02AB04,méthylprednisolone
H02AB05,paraméthasone
H02AB06,prednisolone
H02AB07,prednisone
H02AB08,triamcinolone
H02AB09,hydrocortisone
H02AB10,cortisone
H02AB11,prednylidène
H02AB12,rimexolone
H02AB13,déflazacort
H02AB14,cloprednol
H02AB15,méprednisone
H02AB17,cortivazol
H02AB18,vamorolone
H02B,corticoïdes à usage systémique en association
H02BX,corticoïdes à usage systémique en association
H02BX01,méthylprednisolone en association
H02C,préparations antisurrénaliennes
H02CA,inhibiteurs de corticoïdes
H02CA01,trilostane
H02CA02,osilodrostat
H02CA03,kétoconazole
H02CA04,lévokétoconazole
H03,médicaments de la thyroïde
H03A,préparations thyroïdiennes
H03AA,hormones thyroïdiennes
H03AA01,lévothyroxine sodique
H03AA02,liothyronine sodique
H03AA03,associations de lévothyroxine et liothyronine
H03AA04,tiratricol
H03AA05,préparations à base de glande thyroïde
H03AA51,lévothyroxine sodique et composés à base d'iode
H03B,préparations antithyroïdiennes
H03BA,thiouraciles
H03BA01,méthylthiouracile
H03BA02,propylthiouracile
H03BA03,benzylthiouracile
H03BB,dérivés imidazolés soufrés
H03BB01,carbimazole
H03BB02,thiamazole
H03BB52,thiamazole en association
H03BC,perchlorates
H03BC01,perchlorate de potassium
H03BX,autres préparations antithyroïdiennes
H03BX01,diiodotyrosine
H03BX02,dibromotyrosine
H03C,médicaments iodés
H03CA,médicaments iodés
H04,hormones pancréatiques
H04A,hormones glycogénolytiques
H04AA,hormones glycogénolytiques
H04AA01,glucagon
H04AA02,dasiglucagon
H05,médicaments de l'équilibre calcique
H05A,hormones parathyroïdiennes et analogues
H05AA,hormones parathyroïdiennes et analogues
H05AA01,extrait de glande parathyroïde
H05AA02,tériparatide
H05AA03,hormone parathyroïde
H05AA04,abaloparatide
H05AA05,palopegtériparatide
H05B,agents antiparathyroïdiens
H05BA,préparations à base de calcitonine
H05BA01,calcitonine (synthétique de saumon)
H05BA02,calcitonine (naturelle de porc)
H05BA03,calcitonine (synthétique humaine)
